cleaned_text,label
iya ditunggu sebentar kakak agi dm nya segera dibales dita,negatif
tenang kakak agi yuk konfirmasi dm dibantu follow up terima kasih sabil,negatif
sini lah biar semua orang tau,positif
aduh tiketnya diclose kakak agi yuk konfirmasi dmnya biar dibantu cek hasil pelaporannya terima kasih sakia,negatif
maksudnya apa paketnya direfund tiketnya diclose begini punya warung tanggapan sama sekali,negatif
dm,netral
sekarang kalau pakai gopayletter pakai qris kakak,netral
mjb kayaknya gopaylater emang buat bayar qris deh,negatif
bantu jawab kalau salah sekarang bayar qris pakai gopay later deh kakak,negatif
maaf jbjb kakak setau aku gopay emang pakai qris deh huhu emang sayang bangett,negatif
setahuku sih kayaknya bayar qris pakai gopaylater gitu,negatif
gopay emamg mempermudah hidup kakak,positif
cek dm,netral
langsung tembak aplikasinya playstore kalau bayar lewat,negatif
bukannya setting playstore bg,negatif
upgrade gopay plus nomor hp emaildjuancuxcom upgrade gopay plus selalu gagal tolak ktp perbaharui sesuai permintaan terjadi hampir satu tahunan lebih,negatif
kocak app lo settingan autodebet kaga apps lo tiba² kebayar semua layanan kali modal riwayat transaksi lo langsung mutusin sendiri selanjutnya bos beberapa layanan dipakai makanya lakuin pembayaran bulan ehh lo main potong,negatif
pernah setting autodebet gopay dicariin settingannya tibatiba kebayar otomatis canva ahh tae lahh kocak app lo,negatif
gimana deh sms tiketnya diclose mau cek mytelkomsel terus dilogout malah login cek lewat malah disuruh cek mytelkomsel mau complain feedback formnya disubmit payah banget nanganin customer experiencenya,negatif
aduh sumpah keren banget gopay punya aplikasi sendiri,positif
lhukk kok besar nih dikon pulsa gopay,negatif
eh loh beneran pekerjaan maling auto ilang karna pulsa gopay murah,negatif
murahnya kebangetan loh,negatif
aku kalau mau ketipu jadi gara milih beli buat sendiri,negatif
wahh asli murah sih diskonnya banyak banget,negatif
responnya,positif
cek dm,netral
admin gopay suwit kaya dulu,netral
halo admin dibantu dong aku bayar tagihan gopaylater muncul tagihannya biasanya hari jatuh tempo mau dikenakan biaya denda bayar jatuh tempo dibantu,negatif
halo admin dibantu dong aku bayar tagihan gopaylater muncul tagihannya biasanya,negatif
halaman bantuan aplikasi membantu sama sekali formalitas,positif
admin punya masalah sama nih telepon cs sibuk terus dm,negatif
kuota internet satu bulan,negatif
cek dm,netral
ih diapainnn biar bisaaa,netral
halo admin minta dong transfer dibatalkan gapapa,negatif
aku reportproblem ternyata perasaan gapernah pakai apple tv marah gopay karna diiyain sih pakai izin dulu,negatif
mood jelek banget tai hari gegara,netral
lama banget dm nya payah pelayanannya,negatif
sama kakak emang bgst gopay,negatif
kok gopaylater diblokir tulisannya admin pdhal pernah telat bayar,negatif
kalian error pelanggan bayar denda begini,negatif
bayar gopay later denda niih,negatif
halo upgrade data ktp dipakai adik buat upgrade akun gopay diberhentikan gopay plus adik,negatif
transfer uang gopay nyangkut awan,negatif
sih hampir hari begini terus,positif
cek dm admin,positif
gopay transaksi sendiri ditinggal tidur ilang rb,negatif
siang admin barusan membeli voucher game terima kodenya bantu,negatif
ilmu ikhlas mahal,negatif
beli token via pas bayar langsung hangus kejelasan nomor transaction mau lapor bagaimana,negatif
cek dm,netral
halo dm respon uang stuck sistem mau transfer gopay bank,negatif
keblokir coba dm admin gopay disuruh cek bulan maret hari cek keblokir padahal bayar pernah telat,negatif
admin coba cek dm,positif
halo admin kok gopaylater tiba tiba kr blokir padahal bayar tepat waktu,negatif
admin cek dm yaa mohon bantuannya,negatif
cek dm,netral
admin cek dm dong,positif
cek dm,netral
bayar gopaylater nih miin error kena denda deeehh,negatif
mengatasnamakan kirim msg nominalnya sesuai mohon ditindak,positif
cek dm admin terimakasih,negatif
hai kakak maaf buat nyaman yuk lanjut email tanyacom melampirkan tangkapan layar kendala nomor ponselemail terdaftar bantu kendala kamu lebih lanjut,negatif
cekkkk dmmm,netral
dong masa tibatiba gopaylater blokir padahal kemarin siang dipakai maksudnya apa coba,negatif
cek dm admin bantuannya tks,netral
cuy gimana pending mulu asuuu,negatif
transfer bca kapan perbaikan sistemnya,netral
diproses berapa lama kakak punya laporannya ditanggapi,negatif
bener² no word word kecewa besar sama costumer service katanya available h aing komplain tgl feb sekarang direspon dikirimian chat robot,negatif
admin dm,netral
total tagihan sama virtual account gopay,negatif
dana terpotong bca pembayaran nya,negatif
cek dm,netral
cek dm admin,positif
cek dm plsss,positif
bayar tagihan paylatter lewat aplikasi gopay malah masuk² sebelumnya bayar lewat gojek customer aman²,negatif
dipakai nih gopaylaternya,negatif
gopay error,negatif
admin mohon dibantu cek dm error gopay,negatif
admin topup berhasil langsung tiba refund saldo refund masuk dibuat transaksi buat kebutuhan bulanan sudan coba hubungin customer service feedback sama sekali,negatif
admin transfer rekening gopay kok masuk saldo nya saldo rek kepotong saldo gopay masuk mohon jawabannya,negatif
promo allofresh admin kok muncul pas pembayaran mohon bantuannya admin,negatif
halo miminsaya barusan top up gopay lalu dibatalin tulisannya direfund kok masuk rekening,negatif
halo admin cek dm,positif
selamat pagi kan baru buka tabungan gopay lalu otomatis uang masuk kesana kemudian langsung direfund uangnya manamana baik gopay biasa maupun tabungan jago,negatif
aku mau upgrade gopay plus susah banget sih gagal terus padahal sesuai ketentuan,negatif
woy admin,netral
hi gopay beli kuota via gopay kuta masuk saldo terpotong gimana,negatif
yak sekarang tanggapan beda banget sama grab sat set cukup tau bilang sama anak apus apps sekarang pakai grab mamanya anggep saldo ilang rb kemarin amal case closed,negatif
halo selamat pagi coba daftar gopaylater hari lalu selalu minta kirim data ulang admin mohon bantuannya terimakasih,negatif
saldo aku hari masuk bejir,negatif
admin kok coba bayar belanjaan tokped pakai gopaylater begini terus pas checkout,negatif
solve masalahnya kakak punya gitu soalnya,netral
hallo gimana masa lofin akun hampir jam loh nunggu,negatif
gangguan apa gimana si jam an login,negatif
admin ayo dong cashback gopay jangan pakai coin mending langsung saldo sih jawab setuju,netral
perbaikan sistem jadi transfer rekening bank,positif
email telp tanggal tindakan terukur kalian padahal cuma minta nonaktifkan akun gopay pinjam,negatif
gopay pinjam aktifkan orang bukan,negatif
telp mengaku gopay pinjam menyatakan gopay pinjam aktif,negatif
tampilan gopay pinjam aktif,positif
gopay pinjam aktifkan bukan seminggu aware sama sekali kalian,negatif
tiket nomor seminggu kelanjutan,negatif
saldo gopay riwayat transaksi nya,positif
halo admin terkait saldo kepotong autodebit padahal tanggalnya apa direfund cancel subscriptionnya refund masuk ditambah history google playnya,negatif
lagian aneh otomatis pindah gopay tabungan by bank jago minta approval dulu jd bingung org kalau kayak begini cuma telepon cs sibuk mulu email doang berharap tweet dibales banget,negatif
td pagi br isi saldo gopay anak rb sore anak panik apps nya update saldonya ilang pindah gopay tabungan dicoba gopay biasa malah ilang saldonya duanya bagaimana caranya balikin uangnya ongkos sekolah sminggu,negatif
admin ko gopay sekarang selalu scan barcode tiap kali transaksi minimarket,negatif
hai kakak maaf buat kamu tenang terkait keluhan kamu yuk infoin no laporannya dm bantu cek lebih lanjutnya kakak thanks dn,negatif
cek dm,netral
ingfokan cs gopay dong,netral
cek dm admin thks,netral
lah ikhlas mogamo kudu ikhlas kalau problem bakal ujungnya rip to payment method using my jago account on my new gopay,negatif
detail terakhir kuisi capekkk lapor ginian dibantu temenku busyeddd harusnya tetep ngisi mungkin dijelasin sedetail sesimpel apapun terkait error kualami paham sopo sing kesel cok,negatif
nyoba berkalikali ngadu cs kayak paham sama error kualami i gave up and deleted my gojek account i thought i solved my problem but now i m facing a more bizarre issue regarding my account such a shame,negatif
for background error akun aku diatasi kualami gagal perpanjang otomatis gofood plus gofood plus aplikasiku jadi hilang total subscription merchant plus keliatan gofood plus removed itself from my app lol,negatif
problem awal feb kemarin kutunggu sekarang ternyata tertaut tuh akun kehapus berarti benerbener pakai akun jagoku akun gojekku baru anjirlah sedih banget,negatif
pihak bilang bantu apaapa akun proses penghapusan mandiri aku tanya terus ngapain direspon balasan menjawab sama sekali cry,negatif
kirain aku mah akun dihapus segala tertaut otomatis keunlink sendiri biasanya gitu turns out akun gengs tanya cs via wa terus diarahkan tanya,negatif
cek dm,netral
entah bug apa sejak upgrade jadi gopay tabungan topup gopay livin mandiri masuknya selalu delay aplikasi jago dana masuk aplikasi gojek gopay tokped butuh menitan fix terkait,negatif
admin cek dm,positif
admin habis topaup langsung otomatis masuk gopay tbungan dipakai transaksi yaa toloong,negatif
pakai gopaylater padahal terakhir pakai bln nov amp kendala bayarpun tepat waktu mohon dibantu,netral
cek dm,netral
gopay tabungan buat apa p,negatif
cek dm admin,positif
malas ngirim email nya,negatif
admin gimana cara ganti identitas gopay soalnya dulu pas daftar pakai ktp ibu soalnya legal sekarang mau ganti ktp sendiri gimana,negatif
kirim email buat pindah data,negatif
jatuh tempo maret aku bayar tanggal kurang baik apa,negatif
cok gopaylater tibatiba diblokir padahal bayar tepat waktu,negatif
cek dm admin,positif
sore admin bantu cek dm,netral
mohon cek dm,netral
halo,positif
halo admin cek dm,positif
menerima saldo gopay jam,positif
halo kakak barusan isi gopay masuk padahal notifikasi top up mau pesen makan jadi nih,negatif
terima memberi ditanyakan bapakibu pelanggan dmmention kali twitter whatsapp halo bca menghubungi via aplikasi halobca tks wiki,negatif
kakak hehe terima memberi,netral
mohon maaf atas ketidaknyamanan bapakibu pelanggan konfirmasi kendala tersebut apabila rekening bca menerima dana masuk silakan konfirmasi pihak merchant kendala tersebut bca bersifat pasif tks sinta,negatif
admin mau transfer bca gopay error gimana,negatif
halooo gimana pihak gopay gaadapenyelesaian nih,negatif
infoin nomor hp detail nama paket sama capturenya dm yuk kakak elvi mciha bantu cek kendalanya data aman terima kasih micha,netral
hai kakak elvi maaf buat kendala akses layanan add on mytelkomsel yuk infokan nomor hp capture kendala via dm biar dibantu lebih lanjut privasi data terjagamakasih mia,negatif
tadi notifnya cuma pas klik bayar layar berkedip lalu layar sebelumnya,negatif
ternyata fitur add on nya kakak beli add on terus coba berhasil top up paket data internet sakti dgn add on gagal,netral
huhu tenang kakak elvi buat kendala aktivasi paket ketrangan gagalnya apa infoin nomor hp dm biar sabil cek terima kasih sabil,negatif
isi paket my tekomsel dgn pembayaran error nyoba berkali pagi infonya uaa,negatif
kakak cek dm,netral
pls help aktivitas biasa apa bayar pernah telat tiba diblokir n cuma dipakai trx gojek jadi biasanya apaan ‍️,negatif
aku hari diblock nih kakak gopay paylaternya tau deh jelas banget malas effort tanya cs pasrah kalau yawess shopee paylater cc,negatif
dear dong cepat penangan kasusnya saldo gopay hilang juta pernah melakukan transaksi tersebut menghubungi pihak gojek tokped saling lempar tanggung jawab,negatif
akun tokopedia hack lalu melakukan transaksi via gopay later laporkan tokopedia amp gopay tokopedia menjelaskan terkait tanggungan pembayaran tetap padahal jelas korban bukan solusi macam apa,negatif
kalau pembayaran toped pakai gopaylater kayak begini tetus gimana admin pertama kalinya aku pakai gopaylater toped,negatif
beli beli token listrik tokennya dikasi memberi padahal bayar bagaimana si,netral
buruan dong perbaikannya mau dipakai transfer dana bca nih,negatif
admin cek dm,positif
urusannya beres kakak soalnya sama,netral
beres kakak urusanya sama gopay,netral
diikhlasin merasakan soalnya,netral
dm sekarang direspon admin mayan,negatif
halo,positif
ygl lama,positif
kagak tau mau kapan gila fintech,negatif
blokir punya bulanan,negatif
halo somasi kirimkan gopay indonesia pt dompet anak bangsa atas persoalan tgl februari hari februari kejelasan selamat bekerja teman teman,negatif
cek dm admin,positif
cek dm cek dm penting,positif
aplikasi maling segera audit banyak korban,negatif
aplikasi maling,netral
balikin uang aplikasi maling,negatif
admin mau verif kok diproses lama uang jadi transfer gopay bank nih ah admin,negatif
promo undang temen habis apa admin,negatif
eror kok bayar tagihan,negatif
kamu merasa bersalah ngasih aku diskon,negatif
cek dm admin,positif
buat laporan semua bukti lengkap,positif
halo admin mau tanya apa berada dibawah pengawasan bank indonesia soalnya banyak korban uang hilang kejelasan berhari hari aplikasi maling,negatif
aplikasi anjing transaksi tgl pending tgl transaksi selesai uang hilang entah kalian suruh tunggu maksimal hari sekarang mau tgl aplikasi anjing balikin uang maling,negatif
malam admin baca dm thank you,positif
sekarang keblokir ngadu balesnya template terus punya buzzer sok peduli nyuruh upgrade cepat bangkrut lah mab,negatif
barusan akun gojek kehapus sekarang buat masuk kalau paylater ngapus akun anehnya tadi dm tokopedia tagihanya tetap walaupun akunnya akses,negatif
iyaaaaaaakl bu cuma gopaylater penyelamat pusat pengaduan minim,negatif
gapernah digopay emang banyak diblokir kayanya aku gapaham,negatif
halo kalau mau nonaktif akun caranya gimana nomor lama terlanjur verified ktp,negatif
pernah telbay kakak,negatif
kalau aku kelar tagihan aku gamau pakai dripada php in kayak begini,negatif
cek dm kakak,netral
kebuka mas blokirannya hari nih,negatif
me too hari kebuka hehe,negatif
mab fintech becus sama kerabat diblokir alasan jelas baru akses kemaren eh diblokir,negatif
total lost gopay transaksi sukses zonk,negatif
sistem mab bobrok suka blokir alasan baru kemarin notifikasi digunakan sekarang diblokir gila,negatif
sekarang iya pengakuan aplikasi katanya sedang penanganan wkwk entah kapan,negatif
cek dm,netral
uangnya jadi hilang gitu,negatif
maaf,negatif
bnyk kena aplikasi maling,netral
hai kakak terdapat kendala pertanyaan diceritakan melalui dm shalma dibantu la,negatif
permohonan buka blokir gopay seminggu lebih bermasalah dananya cc,negatif
ngeri nih transfer antar bank pakai virtual account lebih mnt jalan alasan kendala bank diperbaiki jgn mau kalah sama fip jadi kapok orang kalu begini,negatif
miin gopaylater kok dipakai sih padahal tagihan telat terus menit sebelumnya dipakai buat beli pulsa,negatif
aku dm kakak,positif
kakak dm langsung cs gopay punyaku uangnya jelas statusnya,positif
receh sih aku butuh buat bayar pempers cek dm dong admin status selesai masuk rekening,negatif
kakak uangmu apa nyantol,positif
kakak uangmu nyantol berapa uangku,negatif
melihat banyak korban kirimkan laporan resmi terkait aplikasi gopay ojk,negatif
capek banget komplain gopay kirim email masalah keluhan laporan balasannya nyambung allah emang uang kecil buat buat lumayan komplain apa apa,negatif
hi kakak iqbalotwit terima memberi menghubungi twitter myxlcare proses selanjutnya kendala kakak silakan gunakan fitur chat maya aplikasi myxl web kakak,negatif
admin cek dm,positif
aku aktif dipakai transaksi trauma aku wkwkw terakhir pakai tokped langsung blokir,negatif
isi paketan lewat pakai promo cashback masuk cashbacknya huuhuu,negatif
cek dm,netral
bundaku siang tadi topup gopay via indomaret nominalnya besar masuk sekarang gimana admin,negatif
mjb kemarin aku kena blocked limit naik blocked telepon cs ngomong panjang lebar suruh nunggu hari katanya kalau baca media konsumen hari tetep sejak pindah mab troublenya,negatif
mjb diblokir punyaku kemarin tiba tiba gitu lapor suruh tunggu hari katanya limit naik blocked sejak pindah mab troublenya,negatif
cek dm admin terima memberi,netral
uang berhari hari kejelasan malingggggg,negatif
okay terimakasih banyak kakak ️,netral
halo mau bayar tagihan paylater nomer hp aktif caranya bagaimana log in aplikasi gojek pembayaran,netral
call center you berfungsi dipencet apapun bicara operator si mba voice mail cuma bilang memasukkan pilihan semua no opsi ditekan do something aplikasi pengguna sebesar kok abal abal banget call center nya,negatif
eh sama anjir mau pakai hari dipakai karna blokkk gajls analisis mulu solusi,negatif
admin balas dm aku,negatif
admin maaf bingung deh kok gopaylater kena blokir padahal tanggal febuari bayar loh solusi admin,negatif
admin cek dm,positif
hi cek dm,netral
minnnn cek dm,negatif
cek dm dong,netral
cek dm yaa,netral
banyak kena entah aplikasi melenggang mulus,netral
mau dibisikin aplikasi maling namanya gopay saldo kepotong status transfer selesai dana masuk buat laporan sana sini hari penanganan katanya berbasis digital sepele begini berhari hari kelar wkwkkw aplikasi maling sampah,negatif
kakak keblokir aku tiba tiba keblokir,negatif
kakak mjb blokir sekarang,negatif
lama respawn baru kena gangguan tadi malam njr suram,netral
semalem emang case,negatif
bukan doang ternyata ngalamin,negatif
mohon cek dm,netral
kalau bertanggungjawab begini oke bawa case sampein influencer kripto benar bertanggungjawab,netral
capek nomor hilang ngajukan perubahan nomor gagal teruspadahal mau bayar gopaylater cicil ngubungi cs tanggal dijanjikan virtual akun bayar tagihannya sekarang dikirim,negatif
kapan naaadana balikin,negatif
admin kemarin salah top up nomor gopay lama mati harusnya top up nomor baru bagaimana uang nya lumayan,negatif
lama diblokir,negatif
kapan buka blokiran nya co punya k blokir,negatif
balikin uang woi aplikasi maling,negatif
hari lebih uang kejelasan balikin uang aplikasi maling,negatif
woi bener gopaylater baru dibuka blokir tau tau diblokir anjing masalah apasih,negatif
hi saldo gopay dipotong sebesar rp hari jaket driver gojek lunasi tahun lalu mohon bantuannya terima memberi,negatif
cek dm,netral
iya emang aneh kakak aku selalu tepat waktu bayarnya kalau dipakai terus jadi keblokir deh gatau penilaian nya bagaimana bikin pakai aku jdinya paling pakenya beli token terus aplikasi gopay kalau,positif
padahal tagihan pertama aku lgsung bayar tepat waktu kakak lgsung limitnya,negatif
sama berarti kasusnya aku soalnya transaksi tu skor kredit dicek sama analis gopaylater nya jadi kalau gagal langsung keblokir paling nunggu hari baru kebuka,negatif
pas masukkin pin kaa,negatif
hampir semua punya gopaylater blok kakak aku mau bulan kebuka habis blok bangkrut kayaknya,negatif
tanggapi kakak lewat dm katanya selama hari dipakai analisis gitu ngerti sama mana data pribadi pegang,negatif
pas masuk gojek emang keblokir coba transaksi masukin pin soalnya aku sering keblokir pas dipakai payment link sama tokped jadi sebelumnya keblokir pas masukin pin eh gagal langsung keblokir jdinya,negatif
pas mau pesen gojek terus lgsung blokir,negatif
cek dm,netral
eh aku jam saldonya ghaib anjir gatau tutor,negatif
cek dm admin,positif
asliiii diotak atik dikit kakak biar saldonya cepat update refresh gitu halaman gopay tabungannya gaguna jujur,negatif
mana uang malinggggg,negatif
blokir nya nyoba transaksi kakak,negatif
halo admin mau tanya hapus daftar rekening bank apps gopay caranya gimana,negatif
cek dm,netral
katanya memenuhi syarat padahal aplikasi limit banyak loh,netral
sama anjir kesel banget tiap topup gopay saldonya malah masuk tabungan nunggu lama,negatif
cek dm admin,positif
mohon selalu waspada kakak akun resmi twitter bni bercentang emas verified sebelah nama akun bukan photo profile jaga selalu kerahasiaan data pribadi kakak tks wudy,negatif
hai kakak maaf buat kendalanya kakak mimin bantu silakan kakak sampaikan detailnya melalui dm,negatif
cdm deh mending,netral
cek dm,netral
balikin uang aplikasi maling,negatif
halo kakak maaf atas kendalanya keluhan kakak mengenai kendala tapcash biar mimin bantu cek infoin detail datanya melalui dm kakak mimin tunggu,negatif
wah sama nih tadi pagi nyangkut sekarang mas nyangkut,negatif
halo kakak duitnya terkirim pending soalnya aku ngalamin thank you,negatif
kakak terkirim duitnya,negatif
kakak masuk saldonya,negatif
kakak duitmu,positif
cdm tolonggggggggg,netral
,positif
kabarin kalau beres kakak pengen tau responnya,negatif
admin gimana ceritanya beli kuota aplikasi bima pakai gopay saldo kepotong invoice keluar aplikasi transaksi gagal menerima pembayaran cs cuma bilang refund dilakukan aplikasi penerima kacaww,negatif
bca dicoba bayar pakai gopay,negatif
admin cek dm segera,positif
uang balikin aplikasi maling,negatif
aplikasi maling,netral
woi maling,negatif
balikin uang aplikasi maling,negatif
gusss dibalikinn,negatif
samaaaa kakkk aneh banget,negatif
selamat siang kakak kalau aku mau complain terkait driver kurang menyenangkan,negatif
oke kakak cek dm kakak tak isi datanya terima kasih,netral
subcription bumvle bikin kamu kenyang perut kenyang atensi,negatif
februari makan sama bumble,netral
bumble ms padahal aku lifetime,netral
subscription app pernah kamu download terus lupa unsubscribe,negatif
selalu waspada kakak akun resmi twitter bni bercentang emas verified sebelah nama akun bukan photo profile jaga selalu kerahasiaan data pribadi kakak tks cempaka,negatif
hai kakak maaf buat kendalanya kakak mimin bantu silakan kakak sampaikan detailnya melalui dm,negatif
sangat disayangkan sekali atas kendala terjadi kendala tersebut mohon kesediaan bapak menghubungi halo bca via fitur call aplikasi halobca bebas pulsa diproses lebih lanjut tks achel,positif
bantuannya admin habis isi tapcash pakai oneklik kok masuk proses terus,negatif
kocak nih bulan lalu limit naik langsung blokir laporan percuma sampek sekarang pakai eh kemarin dapet notif limit naik anehnya blokir jelas banget truss ngapain naikkan kalau blokir,negatif
cek dm,netral
jangan semangat sebaiknya menyerah diup ig story kasus gopay later ntar kelar blokir dipakai bentar keblokir wkwk,negatif
slowrespon semua kakak,positif
aplikasi anjing balikin saldo bangsat,positif
tunggu awal bulan lancar,negatif
aneh bangeeet aku tanggal seret seretnya blokir kayak hatiku,negatif
halo kakak teratasi akunnya soalnya aku begini,positif
sama transfer diproses jam sukses eh dana masuk rekening tujuan padahal saldo kepotong wkwkk aplikasi sampah,netral
,positif
terblokir apa selesai,negatif
admin apa sih pakai tanggal dibilang dipakai feb dipakai feb eh dibilang sipake feb gitu ae terus ampe kiamat gausa kalau dipakai anjrit,negatif
cek dm oyyyy,positif
ngatasin pengaduan konsumen tuh berapa lama si punya hari kerja feedbacknya lama banget,negatif
kakak dicek dmnya,negatif
dm keluhan ditanggapi sama sekali admin beberapa transaksi gagal saldo kepotong pernah tindak lanjuti semalem puncaknya mungkin jadi lumayan kesel tindak lanjutnya admin,negatif
cc mention kalian kalian terlibat akun random tolol bisanya nyaranin upgrade jauh kalian,negatif
bener mab mau cari ribut baru kemarin dipakai eh hari diblokir maksudnya apa sih kok sistemnya bobrok bener,negatif
gimana tarik tunai malah tulisannya menunggu lama banget biasanya cepat menit,netral
cek dm,netral
menggunakan gopay later app hari belakangan,netral
admin daritadi malam transfer gopay status nya menunggu mulu biasanya gercep tuuuuu,negatif
cek dm admin,positif
selamat malam admin dibantu ditindaklanjuti top up saldo tadi masuk lebih jam nih,negatif
gopaylater aku blokir,negatif
beli token pln dipakaigagal terus,positif
cek dm dongggggggg,netral
hlo kakak dm plsss mau nanya,negatif
cek dm,netral
,positif
ditanyakan bapakibu pelanggan dmmention kali twitter whatsapp halo bca menghubungi via aplikasi halobca tks pallefi,negatif
memang karya anak bangsa payahhh sekali kalah jauhh payment wallet biru wkwwkkwk,negatif
turut prihatin atas kendala terjadi apabila transaksi berhasil kendala tersebut sarankan bapakibu pelanggan melakukan pengecekan konfirmasi pihak gojek tks carlos,positif
sistem ngapa top up mbca masuk mnt,positif
admin batalin transaksi gimana sayaa transaksi beli pulsa no lama sayaa,negatif
bls dm,netral
kakak aku dm bantu cek thanks,positif
aku takutin,positif
selalu waspada kakak akun resmi twitter bni bercentang emas verified sebelah nama akun bukan photo profile jaga selalu kerahasiaan data pribadi kakak wa resmi bni bni call atribut apapun tks cedric,negatif
hii kakak maaf kakak kendalanya mimin bantu tindaklanjuti mengenai kendala kakak alami mohon infoin detailnya melalui dm,negatif
transfer lancar itungan menit bagaimana nich,negatif
kali jam saldo masuk rekening padahal sebelumnya lancar,negatif
kakak buat kendala mytelkomsel coba dulu clear cache restart hp update aplikasi versi terbaru semoga teratasi nesya,negatif
bro punya kan apa kamu tau,netral
admin gopaylater terblockir bagaimana cara buka blocknya,negatif
dm admin responsif banget ah,netral
kaktolong buka dm kakak masalah pending transferan,negatif
admin balas chat dm,netral
ayolah qris pakai gopay coins masa kalah sama si oren,negatif
samaaaa aku uninstall dana,negatif
cek dm terimakasih,negatif
cek dm,netral
transaksi menunggu jam gimana kelanjutannya,negatif
ternyata salah pihak dana entah ngerti kadang padahal e wallet banyak peminatnya kadang sering error gangguan uang hilang top up saldo masuk proses lapor tanggapi banyak kejadian,negatif
respon cs cs nya lemot tanggapi pernah top up dana via bank mandiri senilan jt saldo rekening berkurang dana masuk tunggu harian masuk akhirnya lapor bank mandiri pihak dana,negatif
kalau kehilangan uang aplikasi bakal tanggapi beda sama gagal transfer langsung refund hari perlu nunggu ber menit menit makanyaa gapake aplikasi dana kurang efisien,negatif
laporan ditindaklanjuti cepat cukup penting mengganti identitas terdaftar akun ibu menggunakan ktpnya sendiri akun mau beliau buat pakai ktp sendiri,positif
wkwkwk uang rp akun nyokap embat so²an bilang aman sekarang nyaman pakai aplikasi ringan jauh beda sama apk kamu,netral
mayoritas kerjaan dengar musik,netral
beberapa pekerjaan admin,netral
admin gopaylater aku blokir njirr padahal bayar on time sisa limit banyak kenapaaaaaaa balas aku gamau tau,negatif
hai kakak bantu cdm thx,positif
halo admin aku gopaylater keblokir bagaimana mengaktifkan,positif
aku nyari gocar dapet jadi batal otomatis uang aku tarik apa refund,negatif
dana elek apik,positif
tolonk,netral
admin gopay gangguan gimana saldo rekening kepotong masuk saldo gopay,negatif
cs gopay menantang mendiamkan pelanggan hingga telepon terputus cc,negatif
halo admin cs lewat dm,positif
admin kok akun gopaylater diblokir padahal bayar pernah telat,negatif
admin cek bls dm plisss penting,positif
cara nonaktifin hapus akun gopaylater gimana,negatif
cek dm nya lah,negatif
cek dm admin,positif
halo gopaylater enggak padahal kemarin baru dapte notif kalau aktif maksudnya apa nich,negatif
admin cek dm yah,netral
kakak aku dm,positif
admin cek dm terima kasih,positif
admin cek dm,positif
sama kakak sekarang kakak,netral
kakak,positif
apk tai tiba tiba diblokir transfer sesama gopay sinting kau,negatif
kakak maaf tanya akun gopay kakak,negatif
mau bertanya kalau mau daftarkan gopay anak thn punya ktp bagaimana caranya coba register terkendala ktp tks,negatif
cek dm,netral
balas dm admin,negatif
mantap gojek,positif
kakak gopaylater kamu diblokir,negatif
blokir kakak,negatif
cek dm,netral
gila penanganan kalian masalah jelek banget,netral
please dong bantu permasalahan sedang alami kok malah email masalah diselesaikan lewat telpon telpon sama siapa kalian,negatif
laporan lewat aplikasi jawaban nya jelas ywdhlah cuma belajar pengalaman kapookk,netral
merasa rugikan sih sama biasanya notifikasi pembayaran berhasil baru kali akhirnya memilih pembayaran pakai metode dilihat kok saldo gopay kepotong,negatif
cek dm dong admin,netral
eror admin kapan,negatif
cek dm admin,positif
blaass suratcintaku,negatif
minzzz tlgg aku transfer gopay seabank semalem sekarang statusnya proses muluuu begimnaahh,negatif
kalau mau chat cs caranya gimana admin,netral
cek dm admin,positif
nih jadi percuma rasanya bayar tagihan jauh jatuh tempo,negatif
cekdm,positif
admiin cdm dong mau complain,negatif
sedih upgrade,netral
cek dm admin,positif
mohon bantuan kendala upgrade gopay plus komunikasi melalui bantuan sayangnya solusi gopay resolved,netral
cek dm admin,positif
miiin mau nanya dong kalau pakai gopay later langsung dibayar habis transaksinya selesai gaksi,negatif
buat apaaaa kamu kalau dipakai beberapa bulan bjirrrrrr plis tau admin email beberapa kali kawabannya template samacsemuaaa anjinggg,negatif
sore kakak perkenalkan nama silvia happy ardiani mahasiswi universitas gunadarma menawarkan kerjasama sponsorship acara lomba design poster film tema action movie art alamat email hubungi terimakasih,positif
kalau memakai gopay later buat transaksi tokped biaya admin nya gitu kakak soalnya dulu pernah memakai gopay later buat gofood biaya admin bulanan nya,negatif
mohon maaf atas kendala bapakibu pelanggan alami pihak bca pihak penerima dana bersifat pasif menunggu transaksi tersebut dikirimkan pihak gopay mohon kesediaan bapakibu tanyakan langsung pihak javi,negatif
cdm dong kakak,positif
kakak diblokir akunnya sekarang punyaku kena blokir,negatif
admin dong responnya gopaylater hampir sebulan diblokir padahal bayar tepat waktu,negatif
cek dm dong admin,netral
buset dicuekin,netral
hi kakak senang hati dm kakak segera mimin respon mohon menunggu kakak ingat kakak akun resmi twitter bni bercentang emas verified sebelah nama akun bukan photo profile jaga selalu kerahasiaan data pribadi kakak tks candice,negatif
admin gimana yaa top up emoney mandiri lewat gopay tulisannya sukses update update responnya admin,positif
verified sebelah nama akun bukan photo profile jaga selalu kerahasiaan data pribadi kakak tks miskha,negatif
kalau kakak update balance saldo masuk kakak infokan detail transaksinya melalui dm kakak selalu waspada kakak akun resmi twitter bni bercentang emas,negatif
hai kakak maaf kendala transaksinya terkait kendala transaksi topup bni tapcash sebelumnya kakak melakukan update balance melalui aplikasi tapcash go mesin atm bni berlogo tapcash,negatif
